catalog_id,size_id,army_profile,start_profile,objective_id,readiness,deadline_seconds,player_rifle,player_gunner,player_rocketeer,player_car,player_apc,player_tank,player_aa,player_transport_heli,player_infantry,player_ground,player_air,player_combat,player_supply,player_logistics_support,player_objective_trucks,player_starting_structures,player_designated_rifles,enemy_rifle,enemy_gunner,enemy_rocketeer,enemy_car,enemy_apc,enemy_tank,enemy_aa,enemy_transport_heli,enemy_infantry,enemy_ground,enemy_air,enemy_combat,enemy_supply,enemy_logistics_support,enemy_objective_trucks,enemy_starting_structures,enemy_designated_rifles,materials_each,oil_each,usable_fuel_each,materials_capacity_each,oil_capacity_each,fuel_capacity_each,infantry_queues_each,vehicle_queues_each,logistics_queues_each,refinery_modules_each,infantry_cap_each,ground_cap_each,tactical_air_cap_each,supply_cap_each,logistics_support_cap_each,delivery_carrier_cap_each,objective_support_extra_player,player_built_structure_cap_each,barrier_segment_cap_each,loaded_vehicle_fuel,status
S088,Standard,A,E,BT,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,12,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S088,War,A,E,BT,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,12,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S088,LargeWar,A,E,BT,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,12,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S089,Standard,C,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S089,War,C,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S089,LargeWar,C,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S090,Standard,C,E,BT,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,12,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S090,War,C,E,BT,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,12,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S090,LargeWar,C,E,BT,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,12,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S091,Standard,G,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S091,War,G,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S091,LargeWar,G,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S092,Standard,G,E,CE,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,3,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S092,War,G,E,CE,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,3,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S092,LargeWar,G,E,CE,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,3,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S093,Standard,A,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S093,War,A,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S093,LargeWar,A,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S094,Standard,A,E,CE,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,3,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S094,War,A,E,CE,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,3,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S094,LargeWar,A,E,CE,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,3,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S095,Standard,C,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S095,War,C,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S095,LargeWar,C,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S096,Standard,C,E,CE,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,3,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S096,War,C,E,CE,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,3,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S096,LargeWar,C,E,CE,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,3,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S097,Standard,G,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S097,War,G,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S097,LargeWar,G,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S098,Standard,G,E,BA,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S098,War,G,E,BA,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S098,LargeWar,G,E,BA,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S099,Standard,A,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S099,War,A,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S099,LargeWar,A,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S100,Standard,A,E,BA,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S100,War,A,E,BA,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S100,LargeWar,A,E,BA,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S101,Standard,C,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S101,War,C,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S101,LargeWar,C,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S102,Standard,C,E,BA,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S102,War,C,E,BA,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S102,LargeWar,C,E,BA,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S103,Standard,G,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S103,War,G,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S103,LargeWar,G,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S104,Standard,G,E,FC,2,1200,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S104,War,G,E,FC,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S104,LargeWar,G,E,FC,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S105,Standard,A,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S105,War,A,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S105,LargeWar,A,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S106,Standard,A,E,FC,2,1200,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S106,War,A,E,FC,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S106,LargeWar,A,E,FC,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S107,Standard,C,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S107,War,C,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S107,LargeWar,C,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S108,Standard,C,E,FC,2,1200,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S108,War,C,E,FC,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S108,LargeWar,C,E,FC,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S109,Standard,G,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S109,War,G,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S109,LargeWar,G,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S110,Standard,G,E,BT,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,12,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S110,War,G,E,BT,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,12,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S110,LargeWar,G,E,BT,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,12,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S111,Standard,A,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S111,War,A,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S111,LargeWar,A,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S112,Standard,A,E,BT,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,12,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S112,War,A,E,BT,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,12,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S112,LargeWar,A,E,BT,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,12,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S113,Standard,C,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S113,War,C,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S113,LargeWar,C,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S114,Standard,C,E,BT,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,12,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S114,War,C,E,BT,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,12,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S114,LargeWar,C,E,BT,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,12,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S115,Standard,G,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S115,War,G,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S115,LargeWar,G,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S116,Standard,G,E,CE,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,3,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S116,War,G,E,CE,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,3,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S116,LargeWar,G,E,CE,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,3,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S117,Standard,A,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
